timestamp,capacity_percent,current_mA
2026-04-28 13:37:55,56,2244.00
2026-04-28 13:37:56,56,2108.00
2026-04-28 13:37:57,56,2244.00
2026-04-28 13:37:58,56,2244.00
2026-04-28 13:37:59,56,2244.00
2026-04-28 13:38:00,56,2244.00
2026-04-28 13:38:01,56,2244.00
2026-04-28 13:38:02,56,2244.00
2026-04-28 13:38:03,56,2244.00
2026-04-28 13:38:04,56,2244.00
2026-04-28 13:38:05,56,2244.00
2026-04-28 13:38:06,56,2244.00
2026-04-28 13:38:07,56,2244.00
2026-04-28 13:38:08,56,2244.00
2026-04-28 13:38:09,56,2244.00
2026-04-28 13:38:10,56,2244.00
2026-04-28 13:38:11,56,2244.00
2026-04-28 13:38:12,56,2244.00
2026-04-28 13:38:13,56,2244.00
2026-04-28 13:38:14,56,2244.00
2026-04-28 13:38:15,56,2244.00
2026-04-28 13:38:16,56,2244.00
2026-04-28 13:38:17,56,2244.00
2026-04-28 13:38:18,56,2244.00
2026-04-28 13:38:19,56,2244.00
2026-04-28 13:38:20,57,2244.00
2026-04-28 13:38:21,57,2244.00
2026-04-28 13:38:22,57,2244.00
2026-04-28 13:38:23,57,2244.00
2026-04-28 13:38:24,57,2244.00
2026-04-28 13:38:25,57,2244.00
2026-04-28 13:38:26,57,2244.00
2026-04-28 13:38:27,57,2244.00
2026-04-28 13:38:28,57,2244.00
2026-04-28 13:38:29,57,2244.00
2026-04-28 13:38:30,57,2244.00
2026-04-28 13:38:31,57,2244.00
2026-04-28 13:38:32,57,2244.00
2026-04-28 13:38:33,57,2244.00
2026-04-28 13:38:34,57,2244.00
2026-04-28 13:38:35,57,2244.00
2026-04-28 13:38:36,57,2244.00
2026-04-28 13:38:37,57,2244.00
2026-04-28 13:38:38,57,2244.00
2026-04-28 13:38:39,57,2244.00
2026-04-28 13:38:40,57,2244.00
2026-04-28 13:38:41,57,2244.00
2026-04-28 13:38:42,57,2244.00
2026-04-28 13:38:43,57,2244.00
2026-04-28 13:38:44,57,2244.00
2026-04-28 13:38:45,57,2244.00
2026-04-28 13:38:46,57,2244.00
2026-04-28 13:38:47,57,2244.00
2026-04-28 13:38:48,57,2244.00
2026-04-28 13:38:49,57,2244.00
2026-04-28 13:38:50,57,2244.00
2026-04-28 13:38:51,57,2244.00
2026-04-28 13:38:52,57,2244.00
2026-04-28 13:38:53,57,2244.00
2026-04-28 13:38:54,57,2244.00
2026-04-28 13:38:55,57,2244.00
2026-04-28 13:38:56,57,2244.00
2026-04-28 13:38:57,57,2244.00
2026-04-28 13:38:58,57,2244.00
2026-04-28 13:38:59,57,2244.00
2026-04-28 13:39:00,57,2244.00
2026-04-28 13:39:01,57,2244.00
2026-04-28 13:39:02,57,2244.00
2026-04-28 13:39:03,57,2244.00
2026-04-28 13:39:04,57,2244.00
2026-04-28 13:39:05,57,2244.00
2026-04-28 13:39:06,57,2244.00
2026-04-28 13:39:07,57,2244.00
2026-04-28 13:39:08,57,2244.00
2026-04-28 13:39:09,57,2244.00
2026-04-28 13:39:10,57,2244.00
2026-04-28 13:39:11,57,2244.00
2026-04-28 13:39:12,57,2244.00
2026-04-28 13:39:13,57,2244.00
2026-04-28 13:39:14,57,2244.00
2026-04-28 13:39:15,57,2244.00
2026-04-28 13:39:16,57,2244.00
2026-04-28 13:39:17,57,2244.00
2026-04-28 13:39:18,57,2244.00
2026-04-28 13:39:19,57,2244.00
2026-04-28 13:39:20,57,2244.00
2026-04-28 13:39:21,57,2244.00
2026-04-28 13:39:22,57,2244.00
2026-04-28 13:39:23,57,2244.00
2026-04-28 13:39:24,57,1870.00
2026-04-28 13:39:25,57,1666.00
2026-04-28 13:39:26,57,2176.00
2026-04-28 13:39:27,57,2244.00
2026-04-28 13:39:28,57,2244.00
2026-04-28 13:39:29,58,2244.00
2026-04-28 13:39:30,58,2244.00
2026-04-28 13:39:31,58,2244.00
2026-04-28 13:39:32,58,2210.00
2026-04-28 13:39:33,58,2244.00
2026-04-28 13:39:34,58,2210.00
2026-04-28 13:39:35,58,2210.00
2026-04-28 13:39:36,58,1972.00
2026-04-28 13:39:37,58,2244.00
2026-04-28 13:39:38,58,2244.00
2026-04-28 13:39:39,58,2244.00
2026-04-28 13:39:40,58,2244.00
2026-04-28 13:39:41,58,2176.00
2026-04-28 13:39:42,58,2244.00
2026-04-28 13:39:43,58,2244.00
2026-04-28 13:39:44,58,2006.00
2026-04-28 13:39:45,58,2244.00
2026-04-28 13:39:46,58,2244.00
2026-04-28 13:39:47,58,2244.00
2026-04-28 13:39:48,58,2244.00
2026-04-28 13:39:49,58,2244.00
2026-04-28 13:39:50,58,2244.00
2026-04-28 13:39:51,58,2210.00
2026-04-28 13:39:52,58,2244.00
2026-04-28 13:39:53,58,2244.00
2026-04-28 13:39:54,58,2244.00
2026-04-28 13:39:55,58,2244.00
2026-04-28 13:39:56,58,2244.00
2026-04-28 13:39:57,58,2244.00
2026-04-28 13:39:58,58,2108.00
2026-04-28 13:39:59,58,2244.00
2026-04-28 13:40:00,58,2244.00
2026-04-28 13:40:01,58,2244.00
2026-04-28 13:40:02,58,2244.00
2026-04-28 13:40:03,58,2244.00
2026-04-28 13:40:04,58,2244.00
2026-04-28 13:40:05,58,2244.00
2026-04-28 13:40:06,58,2244.00
2026-04-28 13:40:07,58,2244.00
2026-04-28 13:40:08,58,2244.00
2026-04-28 13:40:09,58,2244.00
2026-04-28 13:40:10,58,2244.00
2026-04-28 13:40:11,58,2244.00
2026-04-28 13:40:12,58,2244.00
2026-04-28 13:40:13,58,2244.00
2026-04-28 13:40:14,58,2244.00
2026-04-28 13:40:15,58,2244.00
2026-04-28 13:40:16,58,2244.00
2026-04-28 13:40:17,58,2176.00
2026-04-28 13:40:18,58,2244.00
2026-04-28 13:40:19,58,2244.00
2026-04-28 13:40:20,58,2074.00
2026-04-28 13:40:21,58,2108.00
2026-04-28 13:40:22,58,1666.00
2026-04-28 13:40:23,58,2074.00
2026-04-28 13:40:24,58,2244.00
2026-04-28 13:40:25,58,2040.00
2026-04-28 13:40:26,58,2142.00
2026-04-28 13:40:27,58,2108.00
2026-04-28 13:40:28,58,2108.00
2026-04-28 13:40:29,58,2244.00
2026-04-28 13:40:30,58,2244.00
2026-04-28 13:40:31,58,2244.00
2026-04-28 13:40:32,58,2244.00
2026-04-28 13:40:33,58,2244.00
2026-04-28 13:40:34,58,2244.00
2026-04-28 13:40:35,58,2040.00
2026-04-28 13:40:36,58,2074.00
2026-04-28 13:40:37,58,2210.00
2026-04-28 13:40:38,58,2244.00
2026-04-28 13:40:39,59,2210.00
2026-04-28 13:40:40,59,2142.00
2026-04-28 13:40:41,59,2210.00
2026-04-28 13:40:42,59,1632.00
2026-04-28 13:40:43,59,2244.00
2026-04-28 13:40:44,59,1802.00
2026-04-28 13:40:45,59,2244.00
2026-04-28 13:40:46,59,2244.00
2026-04-28 13:40:47,59,2176.00
2026-04-28 13:40:48,59,2244.00
2026-04-28 13:40:49,59,2244.00
2026-04-28 13:40:50,59,2244.00
2026-04-28 13:40:51,59,2244.00
2026-04-28 13:40:52,59,2244.00
2026-04-28 13:40:53,59,2244.00
2026-04-28 13:40:54,59,2244.00
2026-04-28 13:40:55,59,2210.00
2026-04-28 13:40:56,59,2210.00
2026-04-28 13:40:57,59,2244.00
2026-04-28 13:40:58,59,2244.00
2026-04-28 13:40:59,59,2244.00
2026-04-28 13:41:00,59,2244.00
2026-04-28 13:41:01,59,2244.00
2026-04-28 13:41:02,59,2244.00
2026-04-28 13:41:03,59,2244.00
2026-04-28 13:41:04,59,2244.00
2026-04-28 13:41:05,59,2244.00
2026-04-28 13:41:06,59,2244.00
2026-04-28 13:41:07,59,2244.00
2026-04-28 13:41:08,59,2244.00
2026-04-28 13:41:09,59,2244.00
2026-04-28 13:41:10,59,2244.00
2026-04-28 13:41:11,59,2244.00
2026-04-28 13:41:12,59,2244.00
2026-04-28 13:41:13,59,2244.00
2026-04-28 13:41:14,59,2244.00
2026-04-28 13:41:15,59,2244.00
2026-04-28 13:41:16,59,2244.00
2026-04-28 13:41:17,59,2244.00
2026-04-28 13:41:18,59,2244.00
2026-04-28 13:41:19,59,2244.00
2026-04-28 13:41:20,59,2244.00
2026-04-28 13:41:21,59,2244.00
2026-04-28 13:41:22,59,2244.00
2026-04-28 13:41:23,59,2244.00
2026-04-28 13:41:24,59,2244.00
2026-04-28 13:41:25,59,2244.00
2026-04-28 13:41:26,59,2244.00
2026-04-28 13:41:27,59,2176.00
2026-04-28 13:41:28,59,2244.00
2026-04-28 13:41:29,59,2244.00
2026-04-28 13:41:30,59,2244.00
2026-04-28 13:41:31,59,2244.00
2026-04-28 13:41:32,59,2244.00
2026-04-28 13:41:33,59,2244.00
2026-04-28 13:41:34,59,2244.00
2026-04-28 13:41:35,59,2244.00
2026-04-28 13:41:36,59,2244.00
2026-04-28 13:41:37,59,2244.00
2026-04-28 13:41:38,59,2244.00
2026-04-28 13:41:39,59,2244.00
2026-04-28 13:41:40,59,2244.00
2026-04-28 13:41:41,59,2176.00
2026-04-28 13:41:42,59,2244.00
2026-04-28 13:41:43,59,2244.00
2026-04-28 13:41:44,59,2244.00
2026-04-28 13:41:45,59,2244.00
2026-04-28 13:41:46,59,2244.00
2026-04-28 13:41:47,59,2142.00
2026-04-28 13:41:48,60,2244.00
2026-04-28 13:41:49,60,2244.00
2026-04-28 13:41:50,60,2244.00
2026-04-28 13:41:51,60,2244.00
2026-04-28 13:41:52,60,2210.00
2026-04-28 13:41:53,60,2244.00
2026-04-28 13:41:54,60,2244.00
2026-04-28 13:41:55,60,2244.00
2026-04-28 13:41:56,60,2244.00
2026-04-28 13:41:57,60,2244.00
2026-04-28 13:41:58,60,2244.00
2026-04-28 13:41:59,60,2244.00
2026-04-28 13:42:00,60,2244.00
2026-04-28 13:42:01,60,2244.00
2026-04-28 13:42:02,60,2244.00
2026-04-28 13:42:03,60,2244.00
2026-04-28 13:42:04,60,2040.00
2026-04-28 13:42:05,60,2244.00
2026-04-28 13:42:06,60,2244.00
2026-04-28 13:42:07,60,2244.00
2026-04-28 13:42:08,60,2244.00
2026-04-28 13:42:09,60,1870.00
2026-04-28 13:42:10,60,2210.00
2026-04-28 13:42:11,60,2244.00
2026-04-28 13:42:12,60,2244.00
2026-04-28 13:42:13,60,2244.00
2026-04-28 13:42:14,60,2244.00
2026-04-28 13:42:15,60,2244.00
2026-04-28 13:42:16,60,2244.00
2026-04-28 13:42:17,60,2244.00
2026-04-28 13:42:18,60,2244.00
2026-04-28 13:42:19,60,2244.00
2026-04-28 13:42:20,60,2176.00
2026-04-28 13:42:21,60,2244.00
2026-04-28 13:42:22,60,2210.00
2026-04-28 13:42:23,60,2244.00
2026-04-28 13:42:24,60,2244.00
2026-04-28 13:42:25,60,2210.00
2026-04-28 13:42:26,60,2244.00
2026-04-28 13:42:27,60,2244.00
2026-04-28 13:42:28,60,2244.00
2026-04-28 13:42:29,60,2244.00
2026-04-28 13:42:30,60,2244.00
2026-04-28 13:42:31,60,2244.00
2026-04-28 13:42:32,60,2244.00
2026-04-28 13:42:33,60,2108.00
2026-04-28 13:42:34,60,2244.00
2026-04-28 13:42:35,60,2244.00
2026-04-28 13:42:36,60,2142.00
2026-04-28 13:42:37,60,2244.00
2026-04-28 13:42:38,60,2210.00
2026-04-28 13:42:39,60,2244.00
2026-04-28 13:42:40,60,2244.00
2026-04-28 13:42:41,60,2244.00
2026-04-28 13:42:42,60,2244.00
2026-04-28 13:42:43,60,2244.00
2026-04-28 13:42:44,60,2244.00
2026-04-28 13:42:45,60,2244.00
2026-04-28 13:42:46,60,2244.00
2026-04-28 13:42:47,60,2244.00
2026-04-28 13:42:48,60,2244.00
2026-04-28 13:42:49,60,2244.00
2026-04-28 13:42:50,60,2244.00
2026-04-28 13:42:51,60,2244.00
2026-04-28 13:42:52,60,2244.00
2026-04-28 13:42:53,60,2244.00
2026-04-28 13:42:54,60,2244.00
2026-04-28 13:42:55,60,2142.00
2026-04-28 13:42:56,60,2244.00
2026-04-28 13:42:57,61,2244.00
2026-04-28 13:42:58,61,2244.00
2026-04-28 13:42:59,61,2244.00
2026-04-28 13:43:00,61,2244.00
2026-04-28 13:43:01,61,2244.00
2026-04-28 13:43:02,61,2244.00
2026-04-28 13:43:03,61,2244.00
2026-04-28 13:43:04,61,2244.00
2026-04-28 13:43:05,61,2244.00
2026-04-28 13:43:06,61,2244.00
2026-04-28 13:43:07,61,2244.00
2026-04-28 13:43:08,61,2244.00
2026-04-28 13:43:09,61,2210.00
2026-04-28 13:43:10,61,2244.00
2026-04-28 13:43:11,61,2244.00
2026-04-28 13:43:12,61,2244.00
2026-04-28 13:43:13,61,2244.00
2026-04-28 13:43:14,61,2244.00
2026-04-28 13:43:15,61,2244.00
2026-04-28 13:43:16,61,2244.00
2026-04-28 13:43:17,61,2244.00
2026-04-28 13:43:18,61,2244.00
2026-04-28 13:43:19,61,2244.00
2026-04-28 13:43:20,61,2244.00
2026-04-28 13:43:21,61,2244.00
2026-04-28 13:43:22,61,2244.00
2026-04-28 13:43:23,61,2244.00
2026-04-28 13:43:24,61,2244.00
2026-04-28 13:43:25,61,2244.00
2026-04-28 13:43:26,61,2244.00
2026-04-28 13:43:27,61,2244.00
2026-04-28 13:43:28,61,2244.00
2026-04-28 13:43:29,61,2244.00
2026-04-28 13:43:30,61,2244.00
2026-04-28 13:43:31,61,2244.00
2026-04-28 13:43:32,61,2244.00
2026-04-28 13:43:33,61,2244.00
2026-04-28 13:43:34,61,2244.00
2026-04-28 13:43:35,61,2244.00
2026-04-28 13:43:36,61,2244.00
2026-04-28 13:43:37,61,2244.00
2026-04-28 13:43:38,61,2244.00
2026-04-28 13:43:39,61,2244.00
2026-04-28 13:43:40,61,2244.00
2026-04-28 13:43:41,61,2244.00
2026-04-28 13:43:42,61,2074.00
2026-04-28 13:43:43,61,2244.00
2026-04-28 13:43:44,61,2244.00
2026-04-28 13:43:45,61,2244.00
2026-04-28 13:43:46,61,2108.00
2026-04-28 13:43:47,61,2210.00
2026-04-28 13:43:48,61,2244.00
2026-04-28 13:43:49,61,2244.00
2026-04-28 13:43:50,61,2142.00
2026-04-28 13:43:51,61,2210.00
2026-04-28 13:43:52,61,2244.00
2026-04-28 13:43:53,61,2210.00
2026-04-28 13:43:54,61,2244.00
2026-04-28 13:43:55,61,2210.00
2026-04-28 13:43:56,61,2244.00
2026-04-28 13:43:57,61,2176.00
2026-04-28 13:43:58,61,2244.00
2026-04-28 13:43:59,61,2244.00
2026-04-28 13:44:00,61,2244.00
2026-04-28 13:44:01,61,2244.00
2026-04-28 13:44:02,61,2244.00
2026-04-28 13:44:03,61,2244.00
2026-04-28 13:44:04,61,2244.00
2026-04-28 13:44:05,61,2244.00
2026-04-28 13:44:06,61,2040.00
2026-04-28 13:44:07,62,2244.00
2026-04-28 13:44:08,62,2244.00
2026-04-28 13:44:09,62,2244.00
2026-04-28 13:44:10,62,2244.00
2026-04-28 13:44:11,62,2244.00
2026-04-28 13:44:12,62,2210.00
2026-04-28 13:44:13,62,2244.00
2026-04-28 13:44:14,62,2244.00
2026-04-28 13:44:15,62,2244.00
2026-04-28 13:44:16,62,2244.00
2026-04-28 13:44:17,62,2244.00
2026-04-28 13:44:18,62,2210.00
2026-04-28 13:44:19,62,2244.00
2026-04-28 13:44:20,62,2244.00
2026-04-28 13:44:21,62,2244.00
2026-04-28 13:44:22,62,2244.00
2026-04-28 13:44:23,62,2244.00
2026-04-28 13:44:24,62,2244.00
2026-04-28 13:44:25,62,2244.00
2026-04-28 13:44:26,62,2244.00
2026-04-28 13:44:27,62,2244.00
2026-04-28 13:44:28,62,2244.00
2026-04-28 13:44:29,62,2244.00
2026-04-28 13:44:30,62,2244.00
2026-04-28 13:44:31,62,2244.00
2026-04-28 13:44:32,62,2244.00
2026-04-28 13:44:33,62,2244.00
2026-04-28 13:44:34,62,2244.00
2026-04-28 13:44:35,62,2244.00
2026-04-28 13:44:36,62,2244.00
2026-04-28 13:44:37,62,2244.00
2026-04-28 13:44:38,62,2210.00
2026-04-28 13:44:39,62,2244.00
2026-04-28 13:44:40,62,2244.00
2026-04-28 13:44:41,62,2244.00
2026-04-28 13:44:42,62,2210.00
2026-04-28 13:44:43,62,2244.00
2026-04-28 13:44:44,62,2244.00
2026-04-28 13:44:45,62,2176.00
2026-04-28 13:44:46,62,2244.00
2026-04-28 13:44:47,62,2244.00
2026-04-28 13:44:48,62,2244.00
2026-04-28 13:44:49,62,2244.00
2026-04-28 13:44:50,62,2244.00
2026-04-28 13:44:51,62,2244.00
2026-04-28 13:44:52,62,2244.00
2026-04-28 13:44:53,62,2244.00
2026-04-28 13:44:54,62,2244.00
2026-04-28 13:44:55,62,2244.00
2026-04-28 13:44:56,62,2244.00
2026-04-28 13:44:57,62,2244.00
2026-04-28 13:44:58,62,2244.00
2026-04-28 13:44:59,62,2244.00
2026-04-28 13:45:00,62,2244.00
2026-04-28 13:45:01,62,2244.00
2026-04-28 13:45:02,62,2210.00
2026-04-28 13:45:03,62,2244.00
2026-04-28 13:45:04,62,2244.00
2026-04-28 13:45:05,62,2244.00
2026-04-28 13:45:06,62,2244.00
2026-04-28 13:45:07,62,2244.00
2026-04-28 13:45:08,62,2244.00
2026-04-28 13:45:09,62,2244.00
2026-04-28 13:45:10,62,2210.00
2026-04-28 13:45:11,62,2244.00
2026-04-28 13:45:12,62,2244.00
2026-04-28 13:45:13,62,2244.00
2026-04-28 13:45:14,62,2244.00
2026-04-28 13:45:15,63,2244.00
2026-04-28 13:45:16,63,2244.00
2026-04-28 13:45:17,63,2244.00
2026-04-28 13:45:18,63,2244.00
2026-04-28 13:45:19,63,2244.00
2026-04-28 13:45:20,63,2244.00
2026-04-28 13:45:21,63,2244.00
2026-04-28 13:45:22,63,2244.00
2026-04-28 13:45:23,63,2244.00
2026-04-28 13:45:24,63,2244.00
2026-04-28 13:45:25,63,2244.00
2026-04-28 13:45:26,63,2244.00
2026-04-28 13:45:27,63,2244.00
2026-04-28 13:45:28,63,2244.00
2026-04-28 13:45:29,63,2108.00
2026-04-28 13:45:30,63,2244.00
2026-04-28 13:45:31,63,2244.00
2026-04-28 13:45:32,63,2244.00
2026-04-28 13:45:33,63,2244.00
2026-04-28 13:45:34,63,2244.00
2026-04-28 13:45:35,63,2244.00
2026-04-28 13:45:36,63,2244.00
2026-04-28 13:45:37,63,2244.00
2026-04-28 13:45:38,63,2244.00
2026-04-28 13:45:39,63,2244.00
2026-04-28 13:45:40,63,2244.00
2026-04-28 13:45:41,63,2244.00
2026-04-28 13:45:42,63,2244.00
2026-04-28 13:45:43,63,2244.00
2026-04-28 13:45:44,63,2244.00
2026-04-28 13:45:45,63,2244.00
2026-04-28 13:45:46,63,2244.00
2026-04-28 13:45:47,63,2244.00
2026-04-28 13:45:48,63,2244.00
2026-04-28 13:45:49,63,2244.00
2026-04-28 13:45:50,63,2244.00
2026-04-28 13:45:51,63,2244.00
2026-04-28 13:45:52,63,2244.00
2026-04-28 13:45:53,63,2244.00
2026-04-28 13:45:54,63,2244.00
2026-04-28 13:45:55,63,2244.00
2026-04-28 13:45:56,63,2244.00
2026-04-28 13:45:57,63,2244.00
2026-04-28 13:45:58,63,2244.00
2026-04-28 13:45:59,63,2244.00
2026-04-28 13:46:00,63,2244.00
2026-04-28 13:46:01,63,2244.00
2026-04-28 13:46:02,63,2244.00
2026-04-28 13:46:03,63,2244.00
2026-04-28 13:46:04,63,2244.00
2026-04-28 13:46:05,63,2244.00
2026-04-28 13:46:06,63,2244.00
2026-04-28 13:46:07,63,2244.00
2026-04-28 13:46:08,63,2244.00
2026-04-28 13:46:09,63,2244.00
2026-04-28 13:46:10,63,2244.00
2026-04-28 13:46:11,63,2244.00
2026-04-28 13:46:12,63,2210.00
2026-04-28 13:46:13,63,2244.00
2026-04-28 13:46:14,63,2244.00
2026-04-28 13:46:15,63,2244.00
2026-04-28 13:46:16,63,2244.00
2026-04-28 13:46:17,63,2244.00
2026-04-28 13:46:18,63,2244.00
2026-04-28 13:46:19,63,2244.00
2026-04-28 13:46:20,63,2244.00
2026-04-28 13:46:21,63,2244.00
2026-04-28 13:46:22,63,2210.00
2026-04-28 13:46:23,63,2244.00
2026-04-28 13:46:24,64,2176.00
2026-04-28 13:46:25,64,2244.00
2026-04-28 13:46:26,64,2244.00
2026-04-28 13:46:27,64,2244.00
2026-04-28 13:46:28,64,2244.00
2026-04-28 13:46:29,64,2244.00
2026-04-28 13:46:30,64,2244.00
2026-04-28 13:46:31,64,2244.00
2026-04-28 13:46:32,64,2244.00
2026-04-28 13:46:33,64,2244.00
2026-04-28 13:46:34,64,2244.00
2026-04-28 13:46:35,64,2244.00
2026-04-28 13:46:36,64,2244.00
2026-04-28 13:46:37,64,2244.00
2026-04-28 13:46:38,64,2244.00
2026-04-28 13:46:39,64,2244.00
2026-04-28 13:46:40,64,2244.00
2026-04-28 13:46:41,64,2244.00
2026-04-28 13:46:42,64,2244.00
2026-04-28 13:46:43,64,2244.00
2026-04-28 13:46:44,64,2244.00
2026-04-28 13:46:45,64,2244.00
2026-04-28 13:46:46,64,2244.00
2026-04-28 13:46:47,64,2244.00
2026-04-28 13:46:48,64,2244.00
2026-04-28 13:46:49,64,2244.00
2026-04-28 13:46:50,64,2244.00
2026-04-28 13:46:51,64,2244.00
2026-04-28 13:46:52,64,2244.00
2026-04-28 13:46:53,64,2244.00
2026-04-28 13:46:54,64,2244.00
2026-04-28 13:46:55,64,2244.00
2026-04-28 13:46:56,64,2244.00
2026-04-28 13:46:57,64,2142.00
2026-04-28 13:46:58,64,2244.00
2026-04-28 13:46:59,64,2244.00
2026-04-28 13:47:00,64,2244.00
2026-04-28 13:47:01,64,2108.00
2026-04-28 13:47:02,64,2210.00
2026-04-28 13:47:03,64,2244.00
2026-04-28 13:47:04,64,2244.00
2026-04-28 13:47:05,64,2244.00
2026-04-28 13:47:06,64,2244.00
2026-04-28 13:47:07,64,2244.00
2026-04-28 13:47:08,64,2244.00
2026-04-28 13:47:09,64,2244.00
2026-04-28 13:47:10,64,2244.00
2026-04-28 13:47:11,64,2244.00
2026-04-28 13:47:12,64,2244.00
2026-04-28 13:47:13,64,2244.00
2026-04-28 13:47:14,64,2244.00
2026-04-28 13:47:15,64,2244.00
2026-04-28 13:47:16,64,2244.00
2026-04-28 13:47:17,64,2244.00
2026-04-28 13:47:18,64,2244.00
2026-04-28 13:47:20,64,2244.00
2026-04-28 13:47:21,64,2244.00
2026-04-28 13:47:22,64,2244.00
2026-04-28 13:47:23,64,2244.00
2026-04-28 13:47:24,64,2244.00
2026-04-28 13:47:25,64,2244.00
2026-04-28 13:47:26,64,2244.00
2026-04-28 13:47:27,64,2244.00
2026-04-28 13:47:28,64,2244.00
2026-04-28 13:47:29,64,2244.00
2026-04-28 13:47:30,64,2244.00
2026-04-28 13:47:31,64,2244.00
2026-04-28 13:47:32,64,2244.00
2026-04-28 13:47:33,64,2244.00
2026-04-28 13:47:34,64,2244.00
2026-04-28 13:47:35,65,2244.00
2026-04-28 13:47:36,65,2244.00
2026-04-28 13:47:37,65,2244.00
2026-04-28 13:47:38,65,2244.00
2026-04-28 13:47:39,65,2244.00
2026-04-28 13:47:40,65,2244.00
2026-04-28 13:47:41,65,2244.00
2026-04-28 13:47:42,65,2244.00
2026-04-28 13:47:43,65,2244.00
2026-04-28 13:47:44,65,2244.00
2026-04-28 13:47:45,65,2210.00
2026-04-28 13:47:46,65,2244.00
2026-04-28 13:47:47,65,2244.00
2026-04-28 13:47:48,65,2244.00
2026-04-28 13:47:49,65,2244.00
2026-04-28 13:47:50,65,2244.00
2026-04-28 13:47:51,65,2244.00
2026-04-28 13:47:52,65,2244.00
2026-04-28 13:47:53,65,2244.00
2026-04-28 13:47:54,65,2244.00
2026-04-28 13:47:55,65,2244.00
2026-04-28 13:47:56,65,2244.00
2026-04-28 13:47:57,65,2244.00
2026-04-28 13:47:58,65,2244.00
2026-04-28 13:47:59,65,2244.00
2026-04-28 13:48:00,65,2210.00
2026-04-28 13:48:01,65,2244.00
2026-04-28 13:48:02,65,2244.00
2026-04-28 13:48:03,65,2244.00
2026-04-28 13:48:04,65,2244.00
2026-04-28 13:48:05,65,2244.00
2026-04-28 13:48:06,65,2244.00
2026-04-28 13:48:07,65,2244.00
2026-04-28 13:48:08,65,2278.00
2026-04-28 13:48:09,65,2278.00
2026-04-28 13:48:10,65,2278.00
2026-04-28 13:48:11,65,2278.00
2026-04-28 13:48:12,65,2278.00
2026-04-28 13:48:13,65,2278.00
2026-04-28 13:48:14,65,2278.00
2026-04-28 13:48:15,65,2278.00
2026-04-28 13:48:16,65,2278.00
2026-04-28 13:48:17,65,2278.00
2026-04-28 13:48:18,65,2210.00
2026-04-28 13:48:19,65,2244.00
2026-04-28 13:48:20,65,2244.00
2026-04-28 13:48:21,65,2244.00
2026-04-28 13:48:22,65,2244.00
2026-04-28 13:48:23,65,2244.00
2026-04-28 13:48:24,65,2244.00
2026-04-28 13:48:25,65,2244.00
2026-04-28 13:48:26,65,2244.00
2026-04-28 13:48:27,65,2244.00
2026-04-28 13:48:28,65,2244.00
2026-04-28 13:48:29,65,2244.00
2026-04-28 13:48:30,65,2244.00
2026-04-28 13:48:31,65,2244.00
2026-04-28 13:48:32,65,2244.00
2026-04-28 13:48:33,65,2244.00
2026-04-28 13:48:34,65,2244.00
2026-04-28 13:48:35,65,2244.00
2026-04-28 13:48:36,65,2244.00
2026-04-28 13:48:37,65,2244.00
